year,total_death,Jews_and_others_total_death,Arabs_total_death
2010,97,85,12
2010,112,100,12
2010,105,95,10
2010,97,81,16
2010,117,102,15
2010,108,98,10
2010,104,93,11
2010,112,105,7
2010,97,92,5
2010,93,85,8
2010,99,87,12
2010,107,97,10
2010,78,69,9
2010,120,105,15
2010,84,75,9
2010,115,104,11
2010,91,79,12
2010,93,83,10
2010,114,106,8
2010,100,86,14
2010,105,98,7
2010,107,100,7
2010,123,112,11
2010,130,119,11
2010,114,103,11
2010,106,92,14
2010,88,78,10
2010,88,81,7
2010,76,64,12
2010,105,94,11
2010,112,99,13
2010,103,89,14
2010,122,104,18
2010,125,117,8
2010,106,92,14
2010,110,102,8
2010,91,84,7
2010,100,89,11
2010,108,94,14
2010,119,99,20
2010,157,142,15
2010,104,91,13
2010,115,111,4
2010,116,108,8
2010,116,101,15
2010,108,99,9
2010,109,99,10
2010,133,125,8
2010,107,98,9
2010,115,106,9
2010,128,118,10
2010,132,122,10
2010,124,108,16
2010,104,90,14
2010,142,131,11
2010,142,126,16
2010,112,99,13
2010,130,117,13
2010,117,103,14
2010,125,114,11
2010,126,113,13
2010,130,122,8
2010,130,120,10
2010,125,116,9
2010,130,109,21
2010,116,103,13
2010,139,122,17
2010,149,132,17
2010,148,133,15
2010,111,101,10
