year,total_death,Jews_and_others_total_death,Arabs_total_death
2015,84,71,13
2015,97,89,8
2015,121,107,14
2015,119,106,13
2015,116,98,18
2015,111,95,16
2015,119,106,13
2015,113,94,19
2015,110,99,11
2015,105,89,16
2015,96,86,10
2015,110,101,9
2015,107,94,13
2015,97,86,11
2015,100,85,15
2015,114,101,13
2015,130,115,15
2015,105,90,15
2015,108,97,11
2015,123,102,21
2015,129,118,11
2015,107,95,12
2015,116,104,12
2015,107,98,9
2015,106,98,8
2015,112,102,10
2015,116,101,15
2015,118,109,9
2015,92,81,11
2015,116,104,12
2015,97,88,9
2015,107,94,13
2015,103,90,13
2015,112,103,9
2015,109,95,14
2015,123,111,12
2015,108,96,12
2015,99,86,13
2015,123,108,15
2015,110,99,11
2015,134,127,7
2015,120,105,15
2015,84,74,10
2015,119,102,17
2015,100,88,12
2015,115,98,17
2015,126,109,17
2015,119,99,20
2015,131,116,15
2015,125,109,16
2015,122,109,13
2015,95,88,7
2015,112,101,11
2015,127,114,13
2015,122,104,18
2015,98,90,8
2015,122,107,15
2015,108,95,13
2015,116,106,10
2015,98,84,14
2015,124,116,8
2015,115,98,17
2015,123,107,16
2015,108,101,7
2015,105,88,17
2015,114,99,15
2015,104,85,19
2015,126,112,14
2015,100,92,8
2015,120,108,12
2015,124,108,16
2015,134,114,20
2015,113,101,12
2015,117,104,13
2015,105,95,10
2015,118,109,9
2015,112,104,8
2015,140,126,14
2015,120,103,17
2015,127,120,7
2015,113,100,13
2015,133,118,15
2015,142,129,13
2015,125,108,17
2015,128,116,12
2015,108,96,12
2015,96,79,17
2015,118,107,11
2015,115,104,11
2015,132,116,16
2015,120,108,12
2015,118,98,20
2015,121,107,14
2015,129,116,13
2015,114,100,14
2015,118,103,15
2015,107,95,12
2015,85,76,9
2015,118,108,10
2015,111,98,13
2015,128,112,16
2015,117,103,14
2015,125,111,14
2015,134,117,17
2015,127,118,9
2015,129,122,7
2015,141,129,12
2015,135,123,12
2015,132,116,16
2015,148,130,18
2015,128,112,16
2015,125,104,21
2015,114,95,19
2015,132,121,11
2015,122,107,15
2015,150,135,15
2015,127,107,20
2015,145,125,20
2015,140,124,16
2015,118,105,13
2015,129,113,16
2015,138,127,11
2015,141,129,12
2015,143,125,18
2015,133,118,15
2015,135,123,12
2015,131,110,21
2015,158,144,14
