year,total_death,Jews_and_others_total_death,Arabs_total_death
2005,99,91,8
2005,86,78,8
2005,95,87,8
2005,98,88,10
2005,96,89,7
2005,94,86,8
2005,102,92,10
2005,90,78,12
2005,104,96,8
2005,88,83,5
2005,115,100,15
2005,95,83,12
2005,91,83,8
2005,95,87,8
2005,95,86,9
2005,91,82,9
2005,111,99,12
2005,97,85,12
2005,92,79,13
2005,101,96,5
2005,97,83,14
2005,104,94,10
2005,86,79,7
2005,100,90,10
2005,90,80,10
2005,79,75,4
2005,105,99,6
2005,118,109,9
2005,86,74,12
2005,95,88,7
2005,82,75,7
2005,87,72,15
2005,88,82,6
2005,102,95,7
2005,101,91,10
2005,98,86,12
2005,79,68,11
2005,105,93,12
2005,115,105,10
2005,85,79,6
2005,96,90,6
2005,79,72,7
2005,97,91,6
2005,82,71,11
2005,102,88,14
2005,99,91,8
2005,112,94,18
2005,105,93,12
2005,81,75,6
2005,102,92,10
2005,105,92,13
2005,98,86,12
2005,92,78,14
2005,113,106,7
2005,90,79,11
2005,90,79,11
2005,74,66,8
2005,88,75,13
2005,102,94,8
2005,92,81,11
2005,108,96,12
2005,97,90,7
2005,91,79,12
2005,94,79,15
2005,84,79,5
2005,108,94,14
2005,101,92,9
2005,91,86,5
2005,95,84,11
2005,93,81,12
2005,104,91,13
2005,98,92,6
2005,103,87,16
2005,94,89,5
2005,85,74,11
2005,102,94,8
2005,104,93,11
2005,124,116,8
2005,110,94,16
2005,100,93,7
2005,92,78,14
2005,85,75,10
2005,111,98,13
2005,90,83,7
2005,106,97,9
2005,92,86,6
2005,96,85,11
2005,112,102,10
2005,69,62,7
2005,83,68,15
2005,75,67,8
2005,89,76,13
2005,111,102,9
2005,94,84,10
2005,116,102,14
2005,108,97,11
2005,97,85,12
2005,100,89,11
2005,88,83,5
2005,101,91,10
2005,101,90,11
2005,102,88,14
2005,106,96,10
2005,107,98,9
2005,98,86,12
2005,115,100,15
2005,125,111,14
2005,109,98,11
2005,87,72,15
2005,114,103,11
2005,103,91,12
2005,107,92,15
2005,96,88,8
2005,105,94,11
2005,111,104,7
2005,94,88,6
2005,115,112,3
2005,106,93,13
2005,104,95,9
2005,108,94,14
2005,85,80,5
2005,101,89,12
2005,109,97,12
2005,103,88,15
2005,110,100,10
2005,114,102,12
2005,121,109,12
2005,100,88,12
2005,112,104,8
2005,120,107,13
2005,105,95,10
2005,101,92,9
2005,94,84,10
2005,127,117,10
2005,93,84,9
2005,90,77,13
2005,107,96,11
2005,98,92,6
2005,120,105,15
2005,97,82,15
2005,90,87,3
2005,112,98,14
2005,119,108,11
2005,108,97,11
2005,105,92,13
2005,97,86,11
2005,96,90,6
2005,86,76,10
2005,82,70,12
2005,98,87,11
2005,94,86,8
2005,110,102,8
2005,101,92,9
2005,70,62,8
2005,90,84,6
2005,102,93,9
2005,119,101,18
2005,112,100,12
2005,121,106,15
2005,99,90,9
2005,116,106,10
